sponsor_name,Study ID,DQ Name,REFERENCE,Source Study ID,Source DQ Name,"
Data Category: IDRP Data Category Name",DQ Description,Check logic,Standard Query text,Primary Dataset,Primary Dataset Columns,Primary Form Name,Primary Visit Name,Primary Dynamic Domain,Primary Dynamic Columns,Query Target,DQ Config:Target_dataset_refname,DQ Config: Target item refname (ITEMID of RAW variable),Relational Dataset_1,Relational Dataset Columns_1,Relational Form Name_1,Relational Visit Name_1,Relational Dynamic Domain_1,Relational Dynamic Columns_1,Relational Dataset_2,Relational Dataset Columns_2,Relational Form Name_2,Relational Visit Name_2,Relational Dynamic Domain_2,Relational Dynamic Columns_2,SSPID Flag,Relational Dataset_3,Relational Dataset Columns_3,Relational Form Name_3,Relational Visit Name_3,Relational Dynamic Domain_3,Relational Dynamic Columns_3,Relational Dataset_4,Relational Dataset Columns_4,Relational Form Name_4,Relational Visit Name_4,Relational Dynamic Domain_4,Relational Dynamic Columns_4,Relational Dataset_5,Relational Dataset Columns_5,Relational Form Name_5,Relational Visit Name_5,Relational Dynamic Domain_5,Relational Dynamic Columns_5,Logic modified date,Logic modification reason,Clarification Category,Saama Comments,Sponsor Comment,DQ Config:Target_section_refname,SENT_FOR_CREATION
Test_sponsor_4,Loads_study_63,rulefn_1258198,,,,Medical History,"If 'Is the subject an enrollment failure?' is 'Yes' and 'Did subject experience any study procedure-related SAEs during screening?' is 'Yes', Medical History eCRF should be completed.","_V_ENROLLFAILYN = Y and _V_SAEYN = Y and there is no record in MH domain , query should fire.","Date of visit is present and response to 'Did subject experience any study procedure-related SAEs during screening?' is 'Yes', but Medical History eCRF is missing. Please update.",TRIGGER,_V_ENROLLFAILYN,Enrollment Failure,Screening,TRIGGER,_V_ENROLLFAILYN,_V_ENROLLFAILYN,ENR_F,_V_ENROLLFAILYN,DM,_V_SAEYN,,,DM,_V_SAEYN,MH,,Medical History,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258200,,,,Medical History,Medical history coding dictionary version should be unique across all records.,"MHDICTV must be unique. If not, Query should fire.",DM Review: Medical history coding dictionary version is not unique. Please contact the DWA.,MH,"MHDICTV,MHTERM",Medical History,Screening,MH,"MHTERM,MHDICT,MHDICTV",MHTERM,MH_F,MHTERM,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258204,,,,Medical History,Date history was taken' for the study should not be after the 'Investigator decision date' or 'Subject decision date' on the 'End of Study' form.,"MHDTC > DSSTDTC, query should fire

NOTE : 1 query per MHDTC per unique subject on lowest SPID",'Date history was taken for the study' is after the 'Investigator decision date' or 'Subject decision date' on the 'End of Study' form. Please review and update the data as appropriate. Else clarify. Thank you.,MH,MHDTC,Medical History,,MH,MHDTC,MHDTC,MH_F,MHDTC,DS,DSSTDTC,End of Study,,DS,DSSTDTC,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258205,,,,Medical History,Medical History should not include 'Atopic Dermatitis'.,"MHDECOD = Atopic Dermatitis, query should fire",Please record Atopic Dermatitis on 'Atopic Dermatitis Disease History' CRF.,MH,MHDECOD,Medical History,,MH,MHDECOD,MHDECOD,MH_F,MHTERM,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258209,,,,MI and Unstable Angina Adverse Event,"If 'Which of the following did the patient experience?' is 'Unstable Angina' on 'Cardiovascular (Cardiac) Adverse Event' form, then data should be updated on 'MI and Unstable Angina Adverse Event' form.",CETERM= UNSTABLE ANGINA and there is no record in FA. Query should fire,"'Which of the following did the patient experience?' is 'Unstable Angina' on 'Cardiovascular (Cardiac) Adverse Event' form. However, data is missing on 'MI and Unstable Angina Adverse Event' form. Please update.",CE,CETERM,,,CE,CETERM,CETERM,FA_AE_CA_LI,_V_AESI,FA,,MI and Unstable Angina Adverse Event,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258213,,,,Prior Procedures,"If 'Is the subject an enrollment failure?' is 'No', Prior Procedures eCRF should be completed.",_V_ENROLLFAILYN = N and there is no record in PR domain.Query should fire,Data is required for Prior Procedures eCRF. Please update.,TRIGGER,_V_ENROLLFAILYN,Enrollment Failure,Screening,TRIGGER,_V_ENROLLFAILYN,_V_ENROLLFAILYN,ENR_F,_V_ENROLLFAILYN,PR,,Prior Procedures,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258210,,,,MI and Unstable Angina Adverse Event,"If 'Which of the following did the patient experience?' is 'MI' on 'Cardiovascular (Cardiac) Adverse Event' form, then data should be updated on 'MI and Unstable Angina Adverse Event' form.",CETERM= MI and there is no record in FA. Query should fire,"'Which of the following did the patient experience?' is 'MI' on 'Cardiovascular (Cardiac) Adverse Event' form. However, data is missing on 'MI and Unstable Angina Adverse Event' form. Please update.",CE,CETERM,,,CE,CETERM,CETERM,FA_AE_CA_LI,_V_AESI,FA,,MI and Unstable Angina Adverse Event,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258211,,,,Nicotine and Alcohol Use,"If 'Is the subject an enrollment failure?' is 'No', Nicotine and Alcohol Use eCRF should be completed.",If _V_ENROLLFAILYN = N and there is no record in SU domain. Query should fire.,Data is required for Nicotine and Alcohol Use eCRF. Please update.,TRIGGER,_V_ENROLLFAILYN,Enrollment Failure,,TRIGGER,_V_ENROLLFAILYN,_V_ENROLLFAILYN,ENR_F,_V_ENROLLFAILYN,SU,,Nicotine and Alcohol Use,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258212,,,,Nicotine and Alcohol Use,"If 'Is the subject an enrollment failure?' is 'Yes' and 'Did subject experience any study procedure-related SAEs during screening?' is 'Yes', Nicotine and Alcohol Use eCRF should be completed.",_V_ENROLLFAILYN = Y and _V_SAEYN = Y and there is no record in SU domain. Query should fire.,"Date of visit is present and response to 'Did subject experience any study procedure-related SAEs during screening?' is 'Yes', but Nicotine and Alcohol Use eCRF is missing. Please update.",TRIGGER,_V_ENROLLFAILYN,Enrollment Failure,,TRIGGER,_V_ENROLLFAILYN,_V_ENROLLFAILYN,ENR_F,_V_ENROLLFAILYN,DM,_V_SAEYN,,,DM,_V_SAEYN,SU,,Nicotine and Alcohol Use,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258220,,,,Validated Investigator Global Assessment scale for Atopic Dermatitis (vIGA-AD),"If 'Is the subject an enrollment failure?' is 'No' and Date of Visit is present, Validated Investigator Global Assessment Scale for Atopic Dermatitis (vIGA-AD) eCRF should be completed.","_V_ENROLLFAILYN = N and DCMDATE <> Null and there is no record in QS where VISITNAME (DOV) = VISITNAME (QS), query should fire","Date of visit is present, but Validated Investigator Global Assessment Scale for Atopic Dermatitis (vIGA-AD) eCRF is missing. Please update.",DOV,DCMDATE,Date of Visit,"Baseline,Premature Discontinuation,Screening,Week 100,Week 112,Week 12,Week 124,Week 136,Week 148,Week 16,Week 160,Week 2,Week 20,Week 24,Week 32,Week 4,Week 40,Week 52,Week 64,Week 76,Week 8,Week 88",DOV,DCMDATE,DCMDATE,DOV,DCMDATE,TRIGGER,_V_ENROLLFAILYN,Enrollment Failure,,TRIGGER,_V_ENROLLFAILYN,QS,,Validated Investigator Global Assessment scale for Atopic Dermatitis (vIGA-AD),,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258223,,,,Validated Investigator Global Assessment scale for Atopic Dermatitis (vIGA-AD),"At the Baseline Visit, non-screen failures must have vIGA AD score of >= 3.","QSTESTCD = VIGAD101 and QSORRES <> MILD or MODERATE or SEVERE and _V_ENROLLFAILYN = N , query should fire.",vIGA AD score is not â‰¥ 3.  Please confirm or correct.,QS,"QSORRES,QSTESTCD",Validated Investigator Global Assessment scale for Atopic Dermatitis (vIGA-AD),Baseline,QS,"QSORRES,QSTESTCD",QSORRES,QS_VIGAD_LI,QSORRES_T_VIGAD101,TRIGGER,_V_ENROLLFAILYN,Enrollment Failure,,TRIGGER,_V_ENROLLFAILYN,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258228,,,,Randomization,'Date of randomization' should be same as Baseline event date.,DSSTDTC <> Null and DCMDATE (VISIT = Baseline) <> Null and if DSSTDTC <> DCMDATE . Query should fire,"'Date of randomization' is not same as the Baseline event date. Please review and amend as appropriate, else clarify. Thank you.",DS,DSSTDTC,Randomization,,DS,DSSTDTC,DSSTDTC,DS_RN_F,DSSTDTC_T_RAND,DOV,DCMDATE,Date of Visit,Baseline,DOV,DCMDATE,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258231,,,,Randomization,If the 'Event Date' for Baseline visit is entered then the data for the 'Randomization' eCRF should be updated. Note: check should not fire if 'Did subject meet all eligibility criteria?' is 'No' on 'Eligibility Criteria' form.,"DCMDATE <> Null at VISIT = Baseline and IEYN = Y and there is no record in DS domain, query should fire","The 'Event Date' for Baseline visit is entered however, the data on the 'Randomization' eCRF is missing. Kindly update the same.",DOV,DCMDATE,Date of Visit,Baseline,DOV,DCMDATE,DCMDATE,DOV,DCMDATE,IE,IEYN,Eligibility Criteria,,IE,IEYN,DS,,Randomization,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258632,,,,Study Treatment Administration - Upadacitinib,Start and End Dates entered should not be duplicated or overlapping in the multiple log lines entered.,"FORMREPEATKEY<>FORMREPEATKEY and ECSTDTC one FORMREPEATKEY is between or same as  ECSTDTC and ECENDTC  of other FORMREPEATKEY. Query should fire

OR 

FORMREPEATKEY<>FORMREPEATKEY and ECENDTC one FORMREPEATKEY is between or same as  ECSTDTC and ECENDTC of other FORMREPEATKEY. Query should fire","Start and End Dates entered either duplicated or overlapping in the multiple log lines entered. Kindly update, else clarify.",EC,"ECDOSE,ECSTDTC,ECENDTC,ECADJ",Study Treatment Administration- Upadacitinib,,EC,"ECDOSE,ECSTDTC,ECENDTC,ECADJ",ECSTDTC,EC_F,ECSTDTC_RANGE,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258248,,,,SAE Protocol Defined Local Labs - Chemistry,If 'SAE Protocol Defined Local Labs - Chemistry' is checked on 'SAE Supplemental Trigger' eCRF then 'SAE Protocol Defined Local Labs - Chemistry' eCRF should be completed.,_V_SAE_CHEM = Y and there is no record with VISITINDEX (TRIGGER) = VISITINDEX (LB_LOCAL) in LB_LOCAL. Query should fire,"'SAE Protocol Defined Local Labs - Chemistry' is checked on 'SAE Supplemental Trigger' eCRF. However, data is missing on 'SAE Protocol Defined Local Labs - Chemistry' eCRF. Please update.",TRIGGER,_V_SAE_CHEM,SAE Supplemental Trigger,,TRIGGER,_V_SAE_CHEM,_V_SAE_CHEM,SAE_TRIG_F,_V_SAE_CHEM,LB_LOCAL,,"SAE Protocol Defined Local Labs - Chemistry,SAE Protocol Defined Local Labs - Chemistry (2)",,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258258,,,,SAE Protocol Defined Local Labs - Hematology,"If reported unit is present and result is numeric, a conversion between the reported unit and the corresponding SI unit defined in the global lab tables should be present for lab test.",LBCAT = HEMATOLOGY and LBTESTCD <> Null and LBORRESN <> Null and LBORRESU <> Null and LBSTRESU = Null and LBSTRESN= Null. Query should fire,"DM Review: Test name: [%LBTEST%], Reported unit: [%LBORRESU%]: Conversion is missing for reported unit to SI unit. Please contact the Lab SME team and DWA.",LB_LOCAL,"LBCAT,LBTEST,LBTESTCD,LBORRESN,LBORRESU,LBSTRESU,LBSTRESN,LBDTC",SAE Protocol Defined Local Labs - Hematology,,LB_LOCAL,"LBCAT,LBTEST,LBTESTCD,LBORRESN,LBORRESU,LBSTRESU,LBSTRESN,LBDTC",LBDTC,LB_A_HE2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258259,,,,SAE Protocol Defined Local Labs - Hematology,Test name and Test code should be present.,LBCAT= HEMATOLOGY and LBDTC <> Null and LBTESTCD = Null or LBTEST = Null. Query should fire.,DM Review: Test name or Test code is missing. Please contact DWA.,LB_LOCAL,"LBCAT,LBTEST,LBTESTCD,LBDTC,LBORRES,LBORRESU",SAE Protocol Defined Local Labs - Hematology,,LB_LOCAL,"LBCAT,LBTEST,LBTESTCD,LBDTC,LBORRES,LBORRESU",LBDTC,LB_A_HE2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258262,,,,SAE Protocol Defined Local Labs - Hematology,Lab normals low and high range should be present when results are present.,"LBCAT = HEMATOLOGY and LBORRESN <>Null, if LBORNRLO= Null or LBORNRHI= Null. Query should fire",Lab normals low or high range is missing for [%LBTEST%]. Please update in Lab Admin Module.,LB_LOCAL,"LBCAT,LBDTC,LBTEST,LBTESTCD,LBORNRLO,LBORNRHI,LBORRESN",SAE Protocol Defined Local Labs - Hematology,,LB_LOCAL,"LBCAT,LBNAM,LBTEST,LBORRESN,LBORNRLO,LBORNRHI",LBDTC,LB_A_HE2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258252,,,,SAE Protocol Defined Local Labs - Chemistry,"If reported unit is present and result is numeric, a conversion between the reported unit and the corresponding SI unit defined in the global lab tables should be present for lab test.",LBCAT = CHEMISTRY  and LBTESTCD <> Null and LBORRESN <> Null and LBORRESU <> Null and LBSTRESU = Null and LBSTRESN= Null. Query should fir,"DM Review: Test name: [%LBTEST%], Reported unit: [%LBORRESU%]: Conversion is missing for reported unit to SI unit. Please contact the Lab SME team and DWA.",LB_LOCAL,"LBCAT,LBDTC,LBTEST,LBTESTCD,LBORRESN,LBORRESU,LBSTRESU,LBSTRESN","SAE Protocol Defined Local Labs - Chemistry,SAE Protocol Defined Local Labs - Chemistry (2)",,LB_LOCAL,"LBCAT,LBDTC,LBTEST,LBTESTCD,LBORRESN,LBORRESU,LBSTRESU,LBSTRESN",LBDTC,"LB_A_CH3_F,LB_A_CH4_F","LBDTC,LBDTC",,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258254,,,,SAE Protocol Defined Local Labs - Chemistry,Lab normal low and high range should be present when results are present.,"LBCAT = CHEMISTRY and LBORRES<>Null, if LBORNRLO= Null or LBORNRHI= Null. Query should fire.",Lab normal low or high range is missing for [%LBTEST%]. Please update in Lab Admin Module.,LB_LOCAL,"LBCAT,LBDTC,LBTEST,LBTESTCD,LBORNRLO,LBORNRHI,LBORRES","SAE Protocol Defined Local Labs - Chemistry,SAE Protocol Defined Local Labs - Chemistry (2)",,LB_LOCAL,"LBCAT,LBNAM,LBTEST,LBORRES,LBORNRLO,LBORNRHI,LBDTC,LBTESTCD",LBDTC,"LB_A_CH3_F,LB_A_CH4_F","LBDTC,LBDTC",,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258257,,,,SAE Protocol Defined Local Labs - Hematology,If 'SAE Protocol Defined Local Labs - Hematology' is checked on 'SAE Supplemental Trigger' eCRF then 'SAE Protocol Defined Local Labs - Hematology' eCRF should be completed,If _V_SAE_HEM = Y and there is no record on LB_LOCAL domain where VISITINDEX(TRIGGER) = VISITINDIX(LB_LOCAL). Query should fire.,"'SAE Protocol Defined Local Labs - Hematology' is checked on 'SAE Supplemental Trigger' eCRF. However, data is missing on 'SAE Protocol Defined Local Labs - Hematology' eCRF. Please update.",TRIGGER,_V_SAE_HEM,SAE Supplemental Trigger,,TRIGGER,_V_SAE_HEM,_V_SAE_HEM,SAE_TRIG_F,_V_SAE_HEM,LB_LOCAL,,SAE Protocol Defined Local Labs - Hematology,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258260,,,,SAE Protocol Defined Local Labs - Hematology,"If reported unit is present and result is numeric, a conversion between the reported unit and the corresponding US unit defined in the global lab tables should be present for lab test.",When LBCAT= HEMATOLOGY and LBTESTCD<> Null and LBORRESN<>Null and LBORRESU <>Null and XLSTRESU = Null and XLSTRESN= Null. Query should fire,"DM Review: Test name: [%LBTEST%], Reported unit: [%LBORRESU%]: Conversion is missing for reported unit to US unit. Please contact the Lab SME team and DWA.",LB_LOCAL,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,XLSTRESU,XLSTRESN",SAE Protocol Defined Local Labs - Hematology,,LB_LOCAL,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,XLSTRESU,XLSTRESN",LBDTC,LB_A_HE2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258264,,,,SAE Protocol Defined Local Labs - Hematology,Lab name should be present.,"LBCAT = HEMATOLOGY and LBNAM = Null. Query should fire
Note: 1 Query per LBDTC (consider lowest SPID)",Lab name is missing for [%LBTEST%]. Please update in Lab Admin Module.,LB_LOCAL,"LBCAT,LBTEST,LBNAM,LBDTC",SAE Protocol Defined Local Labs - Hematology,,LB_LOCAL,"LBCAT,LBTEST,LBNAM,LBDTC",LBDTC,LB_A_HE2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258267,,,,SAE Protocol Defined Local Labs - Urinalysis,If 'SAE Protocol Defined Local Labs - Urinalysis' is checked on 'SAE Supplemental Trigger' eCRF then 'SAE Protocol Defined Local Labs - Urinalysis' eCRF should be completed.,_V_SAE_URIN = Y and there is no record with VISITINDEX(TRIGGER)=VISITINDEX(LB_LOCAL) in LB_LOCAL. Query should fire.,"'SAE Protocol Defined Local Labs - Urinalysis' is checked on 'SAE Supplemental Trigger' eCRF. However, data is missing on 'SAE Protocol Defined Local Labs - Urinalysis' eCRF. Please update.",TRIGGER,_V_SAE_URIN,SAE Supplemental Trigger,,TRIGGER,_V_SAE_URIN,_V_SAE_URIN,SAE_TRIG_F,_V_SAE_URIN,LB_LOCAL,,SAE Protocol Defined Local Labs - Urinalysis,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258271,,,,SAE Protocol Defined Local Labs - Urinalysis,Lab name should be present.,"LBCAT = URINALYSIS and LBNAM = Null. Query should fire
 Note: 1 Query per LBDTC (consider lowest SPID)",Lab name is missing for [%LBTEST%]. Please update in Lab Admin Module.,LB_LOCAL,"LBCAT,LBTEST,LBNAM,LBDTC",SAE Protocol Defined Local Labs - Urinalysis,,LB_LOCAL,"LBCAT,LBTEST,LBDTC",LBDTC,LB_A_UR2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258269,,,,SAE Protocol Defined Local Labs - Urinalysis,"If reported unit is present and result is numeric, a conversion between the reported unit and the corresponding SI unit defined in the global lab tables should be present for lab test.","LBCAT = URINALYSIS and LBTESTCD <> Null and LBORRESN <> Null and LBORRESU <> Null and LBSTRESU = Null and LBSTRESN= Null. Query should fire

 Note:
 Exclude LBTESTCD=PH , SPGRAV","DM Review: Test name: [%LBTEST%], Reported unit: [%LBORRESU%]: Conversion is missing for reported unit to SI unit. Please contact the Lab SME team and DWA.",LB_LOCAL,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,LBSTRESU,LBSTRESN",SAE Protocol Defined Local Labs - Urinalysis,,LB_LOCAL,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,LBSTRESU,LBSTRESN",LBDTC,LB_A_UR2_F,LBDTC,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258276,,,,SAE Protocol Defined Local Labs - Urine Microscopy,Lab name should be present.,"LBCAT= URINE MICROANALYSIS and LBNAM = Null. Query should fire
  Note: 1 query per LBDTC (consider lowest SPID)",Lab name is missing for [%LBTEST%]. Please update in Lab Admin Module.,LB_LOCAL,"LBCAT,LBTEST,LBNAM,LBDTC",SAE Protocol Defined Local Labs - Urine microscopy,,LB_LOCAL,"LBCAT,LBTEST,LBDTC",LBDTC,LB_UM2_F,LBDTC_2,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258283,,,,SAE Supplemental - Laboratory,"If 'SAE Supplemental - Laboratory' is checked on the SAE Supplemental Trigger eCRF, SAE Supplemental - Laboratory eCRF should be completed for the corresponding AE Serial Number.","_V_SL =Y and there is no record in LB_SAE domain where VISITINDEX(TRIGGER) = VISITINDEX (LB_SAE) with FORMNAME = SAE Supplemental - Laboratory, Query should fire.
  
Note: In query text populate the FORMINX from AEREFID from AE Domain where AEREFID%(TRIGGER) = AEREFID (AE)","SAE Supplemental - Laboratory is checked, but the SAE Supplemental - Laboratory eCRF for AE Serial #[%FORMINX%] is missing. Please update.",TRIGGER,"_V_SL,AEREFID1,AEREFID2,AEREFID3,AEREFID4,AEREFID5",SAE Supplemental Trigger,,TRIGGER,_V_SL,_V_SL,SAE_TRIG_F,_V_SL,AE,AEREFID,Adverse Events,,,,LB_SAE,,SAE Supplemental - Laboratory,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258284,,,,SAE Supplemental - Laboratory,"SI unit should exist in global lab tables for lab test.

Programming note: Check should not fire for pH and Specific Gravity","""LBTESTCD <> Null and LBORRESU<>NULL and LBSTRESU = Null. Query should fire.
  
  Note: Exclude record where LBTESTCD = PH,SPGRAV""",DM Review: Test name: [%LBTEST%]: SI Unit is not defined in the global lab tables for the lab test. Please contact the Lab SME team and DWA.,LB_SAE,"LBTESTCD,LBORRESU,LBSTRESU",SAE Supplemental - Laboratory,,LB_SAE,"LBCAT,LBTESTCD,LBORRESU,LBSTRESU,LBTEST,LBDTC",LBDTC,LB_SAE_F,LBDTC_2,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258285,,,,SAE Supplemental - Laboratory,"US unit should exist in global lab tables for lab test.

Programming note: Check should not fire for pH and Specific Gravity","LBTESTCD <> Null and LBORRESU<>NULL and XLSTRESU = Null. Query should fire.
  
  Note: Exclude record where LBTESTCD=PH,SPGRAV",DM Review: Test name: [%LBTEST%]: US Unit is not defined in the global lab tables for the lab test. Please contact the Lab SME team and DWA.,LB_SAE,"LBCAT,LBTEST,LBTESTCD,LBORRESU,XLSTRESU,LBDTC",SAE Supplemental - Laboratory,,LB_SAE,"LBCAT,LBTEST,LBTESTCD,LBORRESU,XLSTRESU,LBDTC",LBDTC,LB_SAE_F,LBDTC_2,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258286,,,,SAE Supplemental - Laboratory,"If reported unit is present and result is numeric, a conversion between the reported unit and the corresponding US unit defined in the global lab tables should be present for lab test.",LBTESTCD<> Null and LBORRESN<>Null and LBORRESU <>Null and XLSTRESU = Null and XLSTRESN= Null. Query should fire,"Test name: [%LBTEST%], Reported unit: [%LBORRESU%]: Conversion is missing for reported unit to US unit. Please contact Lab SME team and DWA. If unit is not valid, please query site: [%LBORRESU%] is not a valid unit for [%LBTEST%]. Please update.",LB_SAE,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,XLSTRESU,XLSTRESN",SAE Supplemental - Laboratory,,LB_SAE,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,XLSTRESU,XLSTRESN",LBTEST,LB_SAE_F,LBCTEST,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258277,,,,SAE Protocol Defined Local Labs - Urine Microscopy,Test name and Test code should be present.,LBCAT= URINE MICROANALYSIS and LBDTC <> Null and LBTESTCD = Null or LBTEST = Null. Query should fire.,DM Review: Test name or Test code is missing. Please contact DWA.,LB_LOCAL,"LBCAT,LBTEST,LBTESTCD,LBDTC,LBORRES,LBORRESU",SAE Protocol Defined Local Labs - Urine microscopy,,LB_LOCAL,"LBCAT,LBTEST,LBTESTCD,LBDTC,LBORRES,LBORRESU",LBDTC,LB_UM2_F,LBDTC_2,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258279,,,,SAE Protocol Defined Local Labs - Urine Microscopy,"If reported unit is present and result is numeric, a conversion between the reported unit and the corresponding US unit defined in the global lab tables should be present for lab test.",LBCAT= URINE MICROANALYSIS and LBTESTCD<> Null and LBORRESN<>Null and LBORRESU <>Null and XLSTRESU = Null and XLSTRESN= Null. Query should fire,"DM Review: Test name: [%LBTEST%], Reported unit: [%LBORRESU%]: Conversion is missing for reported unit to US unit. Please contact the Lab SME team and DWA.",LB_LOCAL,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,XLSTRESU ,XLSTRESN",SAE Protocol Defined Local Labs - Urine microscopy,,LB_LOCAL,"LBCAT,LBTEST,LBDTC,LBTESTCD,LBORRESN,LBORRESU,XLSTRESU ,XLSTRESN",LBDTC,LB_UM2_F,LBDTC_2,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
Test_sponsor_4,Loads_study_63,rulefn_1258282,,,,SAE Supplemental - Investigator,"If response to ""Was the subject hospitalized?"" = YES, then response to ""Hospitalization or prolonged hospitalization (AESHOSP)"" should be YES for the corresponding AE.","HOOCCUR = Y for HOTERM = HOSPITAL and there is no record in AE domain where AESHOSP = Y and AEREFID% (TRIGGER) = AEREFID (AE), query should fire NOTE : Consider AEREFID in TRIGGER where VISITINDEX (FORMNAME = SAE Supplemental Trigger) = VISITINDEX (FORMNAME = SAE Supplemental – Investigator) in HO domain","Response to ""Was the subject hospitalized"" is YES, but response to ""Hospitalization or prolonged hospitalization"" is NO for the corresponding AE on the Adverse Event eCRF. Please correct.",HO,"HOOCCUR,HOTERM
",SAE Supplemental - Investigator,,HO,"HOOCCUR,HOTERM
",HOOCCUR,SAE_SUP2_F,HOOCCUR,AE,"AESHOSP,AEREFID",Adverse Events,,,,TRIGGER,"AEREFID1,AEREFID2,AEREFID3,AEREFID4,AEREFID5",SAE Supplemental Trigger,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,
